Discharge Year;Patient County;PDI Number;PDI Name;Medicaid PDI Hospitalizations;County Medicaid Population;Observed Rate per 100,000 people;Expected PQI Hospitalizations;Expected Rate per 100,000 people;Risk Adjusted Rate per 100,000 people;Difference in Hospitalizations
2011;Otsego;PDI_90;Pediatric Quality Overall Composite;5;2,037;245.46;3.6;176.78;449.23;1.4
2011;Otsego;PDI_18;Urinary Tract Infection;2;3,524;56.75;1.29;36.53;88.2;0.71
2011;Putnam;PDI_14;Asthma;3;1,608;186.57;4.57;284.34;208.23;-1.57
2011;Putnam;PDI_15;Diabetes Short-term Complications;0;985;0;0.32;32.75;0;-0.32
2011;Putnam;PDI_16;Gastroenteritis;0;2,018;0;2.93;145.4;0;-2.93
2011;Putnam;PDI_91;Pediatric Quality Acute Composite;0;985;0;0.72;73.14;0;-0.72
2011;Putnam;PDI_92;Pediatric Quality Chronic Composite;2;985;203.05;1.87;190.04;264.03;0.13
2011;Putnam;PDI_90;Pediatric Quality Overall Composite;2;985;203.05;2.59;263.18;249.61;-0.59
2011;Putnam;PDI_18;Urinary Tract Infection;0;2,018;0;1.49;73.95;0;-1.49
2011;Queens;PDI_14;Asthma;482;236,326;203.96;757.48;320.52;201.94;-275.48
2011;Queens;PDI_15;Diabetes Short-term Complications;23;160,702;14.31;47.93;29.83;16.14;-24.93
2011;Queens;PDI_16;Gastroenteritis;387;276,765;139.83;345.32;124.77;135.09;41.68
2011;Queens;PDI_91;Pediatric Quality Acute Composite;147;160,702;91.47;125.54;78.12;89.5;21.46
2011;Queens;PDI_92;Pediatric Quality Chronic Composite;249;160,702;154.95;386.48;240.5;159.21;-137.48
2011;Queens;PDI_90;Pediatric Quality Overall Composite;396;160,702;246.42;512.02;318.61;250.23;-116.02
2011;Queens;PDI_18;Urinary Tract Infection;198;276,765;71.54;166.92;60.31;67.34;31.08
2011;Rensselaer;PDI_14;Asthma;10;9,543;104.79;23.43;245.52;135.45;-13.43
2011;Rensselaer;PDI_15;Diabetes Short-term Complications;4;6,500;61.54;2.3;35.41;58.47;1.7
2011;Rensselaer;PDI_16;Gastroenteritis;8;11,210;71.36;11.38;101.55;84.71;-3.38
2011;Rensselaer;PDI_91;Pediatric Quality Acute Composite;2;6,500;30.77;4.23;65.04;36.16;-2.23
2011;Rensselaer;PDI_92;Pediatric Quality Chronic Composite;8;6,500;123.08;13.09;201.31;151.08;-5.09
2011;Rensselaer;PDI_90;Pediatric Quality Overall Composite;10;6,500;153.85;17.31;266.35;186.88;-7.31
2011;Rensselaer;PDI_18;Urinary Tract Infection;4;11,210;35.68;4.8;42.81;47.32;-0.8
2011;Richmond;PDI_14;Asthma;90;35,756;251.71;113.77;318.17;251.06;-23.77
2011;Richmond;PDI_15;Diabetes Short-term Complications;11;24,625;44.67;8.13;33;45.54;2.87
2011;Richmond;PDI_16;Gastroenteritis;73;41,447;176.13;50.04;120.73;175.85;22.96
2011;Richmond;PDI_91;Pediatric Quality Acute Composite;29;24,625;117.77;18.75;76.13;118.24;10.25
2011;Richmond;PDI_92;Pediatric Quality Chronic Composite;57;24,625;231.47;60.62;246.19;232.34;-3.62
2011;Richmond;PDI_90;Pediatric Quality Overall Composite;86;24,625;349.24;79.37;322.32;350.56;6.63
2011;Richmond;PDI_18;Urinary Tract Infection;21;41,447;50.67;23.75;57.31;50.19;-2.75
2011;Rockland;PDI_14;Asthma;23;27,410;83.91;66.29;241.85;110.11;-43.29
2011;Rockland;PDI_15;Diabetes Short-term Complications;3;17,062;17.58;5.37;31.47;18.8;-2.37
2011;Rockland;PDI_16;Gastroenteritis;32;33,053;96.81;40.09;121.29;96.21;-8.09
2011;Rockland;PDI_91;Pediatric Quality Acute Composite;5;17,062;29.3;11.52;67.51;33.18;-6.52
2011;Rockland;PDI_92;Pediatric Quality Chronic Composite;10;17,062;58.61;30.8;180.5;80.24;-20.8
2011;Rockland;PDI_90;Pediatric Quality Overall Composite;15;17,062;87.91;42.32;248.01;114.69;-27.32
2011;Rockland;PDI_18;Urinary Tract Infection;9;33,053;27.23;17.99;54.42;28.4;-8.99
2011;Saratoga;PDI_14;Asthma;5;7,433;67.27;10.41;140.07;152.41;-5.41
2011;Saratoga;PDI_15;Diabetes Short-term Complications;0;5,029;0;1.73;34.38;0;-1.73
2011;Saratoga;PDI_16;Gastroenteritis;6;8,804;68.15;7.96;90.38;90.89;-1.96
2011;Saratoga;PDI_91;Pediatric Quality Acute Composite;3;5,029;59.65;2.82;56.07;81.32;0.18
2011;Saratoga;PDI_92;Pediatric Quality Chronic Composite;2;5,029;39.77;6.33;125.82;78.11;-4.33
2011;Saratoga;PDI_90;Pediatric Quality Overall Composite;5;5,029;99.42;9.15;181.89;176.85;-4.15
2011;Saratoga;PDI_18;Urinary Tract Infection;0;8,804;0;3.21;36.41;0;-3.21
2011;Schenectady ;PDI_14;Asthma;15;11,122;134.87;30.62;275.35;155.44;-15.62
2011;Schenectady ;PDI_15;Diabetes Short-term Complications;0;7,684;0;2.57;33.46;0;-2.57
2011;Schenectady ;PDI_16;Gastroenteritis;10;13,040;76.69;13.68;104.92;88.11;-3.68
2011;Schenectady ;PDI_91;Pediatric Quality Acute Composite;4;7,684;52.06;5.07;65.96;60.32;-1.07
2011;Schenectady ;PDI_92;Pediatric Quality Chronic Composite;7;7,684;91.1;16.45;214.09;105.15;-9.45
2011;Schenectady ;PDI_90;Pediatric Quality Overall Composite;11;7,684;143.15;21.52;280.05;165.39;-10.52
2011;Warren;PDI_15;Diabetes Short-term Complications;0;2,101;0;0.71;33.69;0;-0.71
2011;Schenectady ;PDI_18;Urinary Tract Infection;8;13,040;61.35;5.78;44.3;78.62;2.22
2011;Schoharie;PDI_14;Asthma;1;1,638;61.05;2.02;123.57;156.8;-1.02
2011;Schoharie;PDI_15;Diabetes Short-term Complications;0;1,122;0;0.39;34.64;0;-0.39
2011;Schoharie;PDI_16;Gastroenteritis;2;1,939;103.15;1.69;87.37;142.31;0.31
2011;Schoharie;PDI_91;Pediatric Quality Acute Composite;0;1,122;0;0.61;54.31;0;-0.61
2011;Schoharie;PDI_92;Pediatric Quality Chronic Composite;0;1,122;0;1.28;113.81;0;-1.28
2011;Schoharie;PDI_90;Pediatric Quality Overall Composite;0;1,122;0;1.89;168.12;0;-1.89
2011;Schoharie;PDI_18;Urinary Tract Infection;0;1,939;0;0.69;35.37;0;-0.69
2011;Schuyler;PDI_14;Asthma;1;1,165;85.84;1.32;113.41;240.21;-0.32
2011;Schuyler;PDI_15;Diabetes Short-term Complications;1;799;125.16;0.28;34.79;121.01;0.72
2011;Schuyler;PDI_16;Gastroenteritis;2;1,376;145.35;1.16;84.62;207.06;0.84
2011;Schuyler;PDI_91;Pediatric Quality Acute Composite;1;799;125.16;0.42;52.85;181.01;0.58
2011;Schuyler;PDI_92;Pediatric Quality Chronic Composite;2;799;250.31;0.85;106.13;582.85;1.15
2011;Schuyler;PDI_90;Pediatric Quality Overall Composite;3;799;375.47;1.27;158.97;764.14;1.73
2011;Schuyler;PDI_18;Urinary Tract Infection;1;1,376;72.67;0.45;32.46;127.1;0.55
2011;Seneca;PDI_14;Asthma;0;1,736;0;2.41;139.09;0;-2.41
2011;Seneca;PDI_15;Diabetes Short-term Complications;0;1,148;0;0.39;33.67;0;-0.39
2011;Seneca;PDI_16;Gastroenteritis;0;2,051;0;1.84;89.73;0;-1.84
2011;Seneca;PDI_91;Pediatric Quality Acute Composite;1;1,148;87.11;0.63;55.05;120.94;0.37
2011;Seneca;PDI_92;Pediatric Quality Chronic Composite;0;1,148;0;1.39;120.83;0;-1.39
2011;Seneca;PDI_90;Pediatric Quality Overall Composite;1;1,148;87.11;2.02;175.88;160.24;-1.02
2011;Seneca;PDI_18;Urinary Tract Infection;1;2,051;48.76;0.75;36.61;75.61;0.25
2011;Statewide;PDI_14;Asthma;5,035;1,586,543;317.36;;;;
2011;Statewide;PDI_15;Diabetes Short-term Complications;364;1,082,085;33.64;;;;
2011;Statewide;PDI_16;Gastroenteritis;2,240;1,858,355;120.54;;;;
2011;Statewide;PDI_91;Pediatric Quality Acute Composite;827;1,082,085;76.43;;;;
2011;Statewide;PDI_92;Pediatric Quality Chronic Composite;2,674;1,082,085;247.12;;;;
2011;Statewide;PDI_90;Pediatric Quality Overall Composite;3,501;1,082,085;323.54;;;;
2011;Statewide;PDI_18;Urinary Tract Infection;1,055;1,858,355;56.77;;;;
2011;Steuben;PDI_14;Asthma;5;6,169;81.05;7.39;119.72;214.86;-2.39
2011;Steuben;PDI_15;Diabetes Short-term Complications;4;4,248;94.16;1.51;35.59;89;2.49
2011;Steuben;PDI_16;Gastroenteritis;14;7,279;192.33;6.18;84.89;273.1;7.82
2011;Steuben;PDI_91;Pediatric Quality Acute Composite;3;4,248;70.62;2.28;53.59;100.71;0.72
2011;Steuben;PDI_92;Pediatric Quality Chronic Composite;6;4,248;141.24;4.73;111.25;313.74;1.27
2011;Steuben;PDI_90;Pediatric Quality Overall Composite;9;4,248;211.86;7;164.85;415.82;2
2011;Steuben;PDI_18;Urinary Tract Infection;1;7,279;13.74;2.42;33.29;23.43;-1.42
2011;St Lawrence;PDI_14;Asthma;8;7,331;109.13;8.85;120.68;286.98;-0.85
2011;St Lawrence;PDI_15;Diabetes Short-term Complications;1;4,853;20.61;1.63;33.6;20.63;-0.63
2011;St Lawrence;PDI_16;Gastroenteritis;10;8,648;115.63;7.57;87.48;159.33;2.43
2011;St Lawrence;PDI_91;Pediatric Quality Acute Composite;7;4,853;144.24;2.61;53.73;205.19;4.39
2011;St Lawrence;PDI_92;Pediatric Quality Chronic Composite;5;4,853;103.03;5.26;108.4;234.88;-0.26
2011;St Lawrence;PDI_90;Pediatric Quality Overall Composite;12;4,853;247.27;7.87;162.12;493.46;4.13
2011;St Lawrence;PDI_18;Urinary Tract Infection;7;8,648;80.94;2.89;33.42;137.52;4.11
2011;Suffolk;PDI_14;Asthma;127;59,555;213.25;216.43;363.42;186.22;-89.43
2011;Suffolk;PDI_15;Diabetes Short-term Complications;18;37,035;48.6;12.44;33.58;48.69;5.56
2011;Suffolk;PDI_16;Gastroenteritis;107;72,432;147.72;108.36;149.6;119.03;-1.36
2011;Suffolk;PDI_91;Pediatric Quality Acute Composite;32;37,035;86.4;30.23;81.63;80.9;1.77
2011;Suffolk;PDI_92;Pediatric Quality Chronic Composite;81;37,035;218.71;96.65;260.97;207.1;-15.65
2011;Suffolk;PDI_90;Pediatric Quality Overall Composite;113;37,035;305.12;126.88;342.61;288.14;-13.88
2011;Suffolk;PDI_18;Urinary Tract Infection;83;72,432;114.59;55.27;76.3;85.26;27.73
2011;Sullivan;PDI_14;Asthma;6;6,090;98.52;14.87;244.23;128.02;-8.87
2011;Sullivan;PDI_15;Diabetes Short-term Complications;3;4,023;74.57;1.36;33.82;74.18;1.64
2011;Sullivan;PDI_16;Gastroenteritis;1;7,076;14.13;7.84;110.81;15.37;-6.84
2011;Sullivan;PDI_91;Pediatric Quality Acute Composite;1;4,023;24.86;2.72;67.58;28.11;-1.72
2011;Sullivan;PDI_92;Pediatric Quality Chronic Composite;5;4,023;124.29;7.69;191.14;160.69;-2.69
2011;Sullivan;PDI_90;Pediatric Quality Overall Composite;6;4,023;149.14;10.41;258.72;186.51;-4.41
2011;Sullivan;PDI_18;Urinary Tract Infection;1;7,076;14.13;3.52;49.78;16.12;-2.52
2011;Tioga;PDI_14;Asthma;3;3,334;89.98;3.84;115.1;248.1;-0.84
2011;Tioga;PDI_15;Diabetes Short-term Complications;1;2,274;43.98;0.75;32.99;44.84;0.25
2011;Tioga;PDI_16;Gastroenteritis;1;3,872;25.83;3.25;83.81;37.14;-2.25
2011;Tioga;PDI_91;Pediatric Quality Acute Composite;1;2,274;43.98;1.22;53.64;62.66;-0.22
2011;Tioga;PDI_92;Pediatric Quality Chronic Composite;2;2,274;87.95;2.4;105.66;205.7;-0.4
2011;Tioga;PDI_90;Pediatric Quality Overall Composite;3;2,274;131.93;3.62;159.3;267.94;-0.62
2011;Tioga;PDI_18;Urinary Tract Infection;1;3,872;25.83;1.25;32.21;45.51;-0.25
2011;Tompkins;PDI_14;Asthma;9;3,964;227.04;7.24;182.74;394.31;1.76
2011;Tompkins;PDI_15;Diabetes Short-term Complications;0;2,718;0;0.93;34.18;0;-0.93
2011;Tompkins;PDI_16;Gastroenteritis;5;4,720;105.93;4.46;94.59;134.99;0.54
2011;Tompkins;PDI_91;Pediatric Quality Acute Composite;1;2,718;36.79;1.63;59.85;46.99;-0.63
2011;Tompkins;PDI_92;Pediatric Quality Chronic Composite;1;2,718;36.79;4.2;154.44;58.87;-3.2
2011;Tompkins;PDI_90;Pediatric Quality Overall Composite;2;2,718;73.58;5.82;214.29;111.1;-3.82
2011;Tompkins;PDI_18;Urinary Tract Infection;1;4,720;21.19;1.85;39.12;30.74;-0.85
2011;Ulster;PDI_14;Asthma;9;8,959;100.46;20.67;230.75;138.16;-11.67
2011;Ulster;PDI_15;Diabetes Short-term Complications;0;6,056;0;2.11;34.81;0;-2.11
2011;Ulster;PDI_16;Gastroenteritis;6;10,570;56.76;11.39;107.81;63.47;-5.39
2011;Ulster;PDI_91;Pediatric Quality Acute Composite;1;6,056;16.51;3.96;65.38;19.3;-2.96
2011;Ulster;PDI_92;Pediatric Quality Chronic Composite;4;6,056;66.05;11.1;183.21;89.09;-7.1
2011;Ulster;PDI_90;Pediatric Quality Overall Composite;5;6,056;82.56;15.05;248.59;107.46;-10.05
2011;Ulster;PDI_18;Urinary Tract Infection;0;10,570;0;5.13;48.54;0;-5.13
2011;Warren;PDI_14;Asthma;0;3,194;0;4.42;138.39;0;-4.42
2011;Warren;PDI_16;Gastroenteritis;3;3,781;79.34;3.46;91.41;104.63;-0.46
2011;Warren;PDI_91;Pediatric Quality Acute Composite;1;2,101;47.6;1.17;55.45;65.6;-0.17
2011;Warren;PDI_92;Pediatric Quality Chronic Composite;0;2,101;0;2.48;118.25;0;-2.48
2011;Warren;PDI_90;Pediatric Quality Overall Composite;1;2,101;47.6;3.65;173.7;88.65;-2.65
2011;Warren;PDI_18;Urinary Tract Infection;0;3,781;0;1.37;36.29;0;-1.37
2011;Wayne;PDI_14;Asthma;1;5,206;19.21;9.09;174.68;34.9;-8.09
2011;Wayne;PDI_15;Diabetes Short-term Complications;0;3,420;0;1.14;33.47;0;-1.14
2011;Wayne;PDI_16;Gastroenteritis;1;6,140;16.29;5.96;97.03;20.23;-4.96
2011;Wayne;PDI_91;Pediatric Quality Acute Composite;2;3,420;58.48;2.04;59.74;74.81;-0.04
2011;Wayne;PDI_92;Pediatric Quality Chronic Composite;0;3,420;0;4.94;144.42;0;-4.94
2011;Wayne;PDI_90;Pediatric Quality Overall Composite;2;3,420;58.48;6.98;204.17;92.67;-4.98
2011;Wayne;PDI_18;Urinary Tract Infection;2;6,140;32.57;2.44;39.66;46.62;-0.44
2011;Westchester;PDI_14;Asthma;90;45,481;197.88;189;415.55;151.13;-99
2011;Westchester;PDI_15;Diabetes Short-term Complications;3;29,497;10.17;10.28;34.85;9.82;-7.28
2011;Westchester;PDI_16;Gastroenteritis;53;54,180;97.82;82.34;151.97;77.59;-29.34
2011;Westchester;PDI_91;Pediatric Quality Acute Composite;16;29,497;54.24;26.64;90.31;45.91;-10.64
2011;Westchester;PDI_92;Pediatric Quality Chronic Composite;34;29,497;115.27;91.99;311.86;91.34;-57.99
2011;Westchester;PDI_90;Pediatric Quality Overall Composite;50;29,497;169.51;118.63;402.17;136.37;-68.63
2011;Westchester;PDI_18;Urinary Tract Infection;22;54,180;40.61;42.03;77.57;29.72;-20.03
2011;Wyoming;PDI_14;Asthma;1;1,896;52.74;2.36;124.42;134.53;-1.36
2011;Wyoming;PDI_15;Diabetes Short-term Complications;0;1,310;0;0.44;33.51;0;-0.44
2011;Wyoming;PDI_16;Gastroenteritis;0;2,253;0;1.99;88.25;0;-1.99
2011;Wyoming;PDI_91;Pediatric Quality Acute Composite;0;1,310;0;0.73;55.49;0;-0.73
2011;Wyoming;PDI_92;Pediatric Quality Chronic Composite;0;1,310;0;1.5;114.81;0;-1.5
2011;Wyoming;PDI_90;Pediatric Quality Overall Composite;0;1,310;0;2.23;170.3;0;-2.23
2011;Wyoming;PDI_18;Urinary Tract Infection;0;2,253;0;0.78;34.79;0;-0.78
2012;Statewide;PDI_14;Asthma;5,504;1,679,359;327.74;;;;
2013;Statewide;PDI_14;Asthma;5,700;1,741,651;327.28;;;;
2012;Statewide;PDI_15;Diabetes Short-term Complications;385;1,169,042;32.93;;;;
2013;Statewide;PDI_15;Diabetes Short-term Complications;406;1,231,931;32.96;;;;
2012;Statewide;PDI_16;Gastroenteritis;2,410;1,950,027;123.59;;;;
2013;Statewide;PDI_16;Gastroenteritis;2,465;2,009,188;122.69;;;;
2012;Statewide;PDI_18;Urinary Tract Infection;965;1,950,027;49.49;;;;
2013;Statewide;PDI_18;Urinary Tract Infection;1,031;2,009,188;51.31;;;;
2012;Statewide;PDI_90;Pediatric Quality Overall Composite;3,865;1,169,042;330.61;;;;
2013;Statewide;PDI_90;Pediatric Quality Overall Composite;4,020;1,231,931;326.32;;;;
2012;Statewide;PDI_91;Pediatric Quality Acute Composite;902;1,169,042;77.16;;;;
2013;Statewide;PDI_91;Pediatric Quality Acute Composite;969;1,231,931;78.66;;;;
2012;Statewide;PDI_92;Pediatric Quality Chronic Composite;2,963;1,169,042;253.46;;;;
2013;Statewide;PDI_92;Pediatric Quality Chronic Composite;3,051;1,231,931;247.66;;;;
2012;Albany;PDI_14;Asthma;30;16,496;181.86;56.95;345.21;172.66;-26.95
2013;Albany;PDI_14;Asthma;24;17,328;138.5;60.53;349.34;129.76;-36.53
2012;Albany;PDI_15;Diabetes Short-term Complications;8;11,493;69.61;4.18;36.36;63.05;3.82
2013;Albany;PDI_15;Diabetes Short-term Complications;5;12,214;40.94;4.5;36.86;36.6;0.5
2012;Albany;PDI_16;Gastroenteritis;12;19,235;62.39;20.65;107.34;71.83;-8.65
2013;Albany;PDI_16;Gastroenteritis;22;20,128;109.3;22.77;113.11;118.55;-0.77
2012;Albany;PDI_18;Urinary Tract Infection;16;19,235;83.18;8.09;42.04;97.92;7.91
2013;Albany;PDI_18;Urinary Tract Infection;6;20,128;29.81;9.09;45.15;33.88;-3.09
2012;Albany;PDI_90;Pediatric Quality Overall Composite;33;11,493;287.13;38.99;339.21;279.86;-5.99
2013;Albany;PDI_90;Pediatric Quality Overall Composite;28;12,214;229.25;40.02;327.68;228.29;-12.02
2012;Albany;PDI_91;Pediatric Quality Acute Composite;11;11,493;95.71;7.88;68.6;107.65;3.12
2013;Albany;PDI_91;Pediatric Quality Acute Composite;8;12,214;65.5;8.62;70.59;72.98;-0.62
2012;Albany;PDI_92;Pediatric Quality Chronic Composite;22;11,493;191.42;31.1;270.61;179.29;-9.1
2013;Albany;PDI_92;Pediatric Quality Chronic Composite;20;12,214;163.75;31.4;257.08;157.74;-11.4
2012;Allegany;PDI_14;Asthma;3;3,378;88.81;3.86;114.39;254.45;-0.86
2013;Allegany;PDI_14;Asthma;1;3,544;28.22;3.5;98.83;93.44;-2.5
2012;Allegany;PDI_15;Diabetes Short-term Complications;0;2,424;0;0.78;32.14;0;-0.78
2013;Allegany;PDI_15;Diabetes Short-term Complications;0;2,537;0;0.71;28.14;0;-0.71
2012;Allegany;PDI_16;Gastroenteritis;7;3,882;180.32;2.55;65.64;339.5;4.45
2013;Allegany;PDI_16;Gastroenteritis;3;4,005;74.91;2.95;73.74;124.64;0.05
2012;Allegany;PDI_18;Urinary Tract Infection;0;3,882;0;1.31;33.64;0;-1.31
2013;Allegany;PDI_18;Urinary Tract Infection;2;4,005;49.94;1.44;35.97;71.25;0.56
2012;Allegany;PDI_90;Pediatric Quality Overall Composite;4;2,424;165.02;3.89;160.67;339.56;0.11
2013;Allegany;PDI_90;Pediatric Quality Overall Composite;2;2,537;78.83;3.9;153.67;167.4;-1.9
2012;Allegany;PDI_91;Pediatric Quality Acute Composite;3;2,424;123.76;1.21;50.11;190.56;1.79
2013;Allegany;PDI_91;Pediatric Quality Acute Composite;2;2,537;78.83;1.49;58.56;105.89;0.51
2012;Allegany;PDI_92;Pediatric Quality Chronic Composite;1;2,424;41.25;2.68;110.56;94.58;-1.68
2013;Allegany;PDI_92;Pediatric Quality Chronic Composite;0;2,537;0;2.41;95.12;0;-2.41
2012;Bronx;PDI_14;Asthma;1,869;256,911;727.49;1,058.91;412.17;578.48;810.09
2013;Bronx;PDI_14;Asthma;2,036;261,695;778;1,097.84;419.51;606.95;938.16
2012;Bronx;PDI_15;Diabetes Short-term Complications;74;182,813;40.48;64.37;35.21;37.86;9.63
2013;Bronx;PDI_15;Diabetes Short-term Complications;78;188,027;41.48;67.77;36.04;37.93;10.23
2012;Bronx;PDI_16;Gastroenteritis;560;294,564;190.11;440.83;149.65;157;119.17
2013;Bronx;PDI_16;Gastroenteritis;544;298,527;182.23;428.99;143.7;155.58;115.01
2012;Bronx;PDI_18;Urinary Tract Infection;135;294,564;45.83;172.46;58.55;38.74;-37.46
2013;Bronx;PDI_18;Urinary Tract Infection;184;298,527;61.64;176.96;59.28;53.36;7.04
2012;Bronx;PDI_90;Pediatric Quality Overall Composite;1,153;182,813;630.7;747.12;408.68;510.22;405.88
2013;Bronx;PDI_90;Pediatric Quality Overall Composite;1,220;188,027;648.84;768.36;408.65;518.12;451.64
2012;Bronx;PDI_91;Pediatric Quality Acute Composite;194;182,813;106.12;170.1;93.04;88;23.9
2013;Bronx;PDI_91;Pediatric Quality Acute Composite;207;188,027;110.09;172.39;91.68;94.45;34.61
2012;Bronx;PDI_92;Pediatric Quality Chronic Composite;959;182,813;524.58;577.02;315.63;421.24;381.98
2013;Bronx;PDI_92;Pediatric Quality Chronic Composite;1,013;188,027;538.75;595.98;316.96;420.96;417.02
2012;Broome;PDI_14;Asthma;22;14,963;147.03;31.98;213.71;225.48;-9.98
2013;Broome;PDI_14;Asthma;22;15,961;137.84;34.44;215.77;209.07;-12.44
2012;Broome;PDI_15;Diabetes Short-term Complications;17;10,549;161.15;3.51;33.29;159.42;13.49
2013;Broome;PDI_15;Diabetes Short-term Complications;13;11,406;113.98;3.61;31.66;118.65;9.39
2012;Broome;PDI_16;Gastroenteritis;11;17,302;63.58;14.85;85.83;91.55;-3.85
2013;Broome;PDI_16;Gastroenteritis;11;18,418;59.72;17.31;93.97;77.97;-6.31
2012;Broome;PDI_18;Urinary Tract Infection;6;17,302;34.68;6.68;38.62;44.44;-0.68
2013;Broome;PDI_18;Urinary Tract Infection;12;18,418;65.15;7.62;41.39;80.77;4.38
2012;Broome;PDI_90;Pediatric Quality Overall Composite;30;10,549;284.39;25.17;238.57;394.1;4.83
2013;Broome;PDI_90;Pediatric Quality Overall Composite;30;11,406;263.02;27.12;237.8;360.93;2.88
2012;Broome;PDI_91;Pediatric Quality Acute Composite;4;10,549;37.92;6.33;59.99;48.77;-2.33
2013;Broome;PDI_91;Pediatric Quality Acute Composite;7;11,406;61.37;7.49;65.68;73.5;-0.49
2012;Broome;PDI_92;Pediatric Quality Chronic Composite;26;10,549;246.47;18.84;178.58;349.8;7.16
2013;Broome;PDI_92;Pediatric Quality Chronic Composite;23;11,406;201.65;19.63;172.12;290.15;3.37
2012;Cattaraugus;PDI_14;Asthma;8;6,103;131.08;9.29;152.18;282.31;-1.29
2013;Cattaraugus;PDI_14;Asthma;4;6,379;62.71;9.32;146.13;140.44;-5.32
2012;Cattaraugus;PDI_15;Diabetes Short-term Complications;2;4,200;47.62;1.37;32.64;48.05;0.63
2013;Cattaraugus;PDI_15;Diabetes Short-term Complications;1;4,519;22.13;1.34;29.71;24.54;-0.34
2012;Cattaraugus;PDI_16;Gastroenteritis;7;7,115;98.38;5.34;75.02;162.09;1.66
2013;Cattaraugus;PDI_16;Gastroenteritis;2;7,390;27.06;6.3;85.22;38.96;-4.3
2012;Cattaraugus;PDI_18;Urinary Tract Infection;2;7,115;28.11;2.62;36.85;37.75;-0.62
2013;Cattaraugus;PDI_18;Urinary Tract Infection;0;7,390;0;2.98;40.34;0;-2.98
2012;Cattaraugus;PDI_90;Pediatric Quality Overall Composite;10;4,200;238.1;7.76;184.86;425.82;2.24
2013;Cattaraugus;PDI_90;Pediatric Quality Overall Composite;3;4,519;66.39;8.48;187.62;115.46;-5.48
2012;Cattaraugus;PDI_91;Pediatric Quality Acute Composite;3;4,200;71.43;2.28;54.21;101.67;0.72
2013;Cattaraugus;PDI_91;Pediatric Quality Acute Composite;0;4,519;0;2.85;63.16;0;-2.85
2012;Cattaraugus;PDI_92;Pediatric Quality Chronic Composite;7;4,200;166.67;5.49;130.65;323.32;1.51
2013;Cattaraugus;PDI_92;Pediatric Quality Chronic Composite;3;4,519;66.39;5.62;124.46;132.1;-2.62
2012;Cayuga;PDI_14;Asthma;3;5,123;58.56;8.48;165.48;115.98;-5.48
2013;Cayuga;PDI_14;Asthma;3;5,359;55.98;8.48;158.19;115.82;-5.48
2012;Cayuga;PDI_15;Diabetes Short-term Complications;3;3,560;84.27;1.22;34.18;81.18;1.78
2013;Cayuga;PDI_15;Diabetes Short-term Complications;2;3,778;52.94;1.16;30.83;56.59;0.84
2012;Cayuga;PDI_16;Gastroenteritis;5;5,972;83.72;4.53;75.82;136.47;0.47
2013;Cayuga;PDI_16;Gastroenteritis;4;6,180;64.72;5.26;85.1;93.31;-1.26
2012;Cayuga;PDI_18;Urinary Tract Infection;2;5,972;33.49;2.19;36.65;45.22;-0.19
2013;Cayuga;PDI_18;Urinary Tract Infection;2;6,180;32.36;2.43;39.32;42.23;-0.43
2012;Cayuga;PDI_90;Pediatric Quality Overall Composite;6;3,560;168.54;7.18;201.73;276.21;-1.18
2013;Cayuga;PDI_90;Pediatric Quality Overall Composite;5;3,778;132.35;7.48;197.99;218.12;-2.48
2012;Cayuga;PDI_91;Pediatric Quality Acute Composite;2;3,560;56.18;1.97;55.23;78.49;0.03
2013;Cayuga;PDI_91;Pediatric Quality Acute Composite;2;3,778;52.94;2.36;62.42;66.71;-0.36
2012;Cayuga;PDI_92;Pediatric Quality Chronic Composite;4;3,560;112.36;5.22;146.51;194.38;-1.22
2013;Cayuga;PDI_92;Pediatric Quality Chronic Composite;3;3,778;79.41;5.12;135.57;145.06;-2.12
2012;Chautauqua;PDI_14;Asthma;6;11,340;52.91;21.76;191.88;90.37;-15.76
2013;Chautauqua;PDI_14;Asthma;4;11,857;33.74;21.77;183.59;60.14;-17.77
2012;Chautauqua;PDI_15;Diabetes Short-term Complications;0;8,039;0;2.66;33.08;0;-2.66
2013;Chautauqua;PDI_15;Diabetes Short-term Complications;1;8,529;11.72;2.55;29.93;12.91;-1.55
2012;Chautauqua;PDI_16;Gastroenteritis;5;13,024;38.39;12.07;92.69;51.19;-7.07
2013;Chautauqua;PDI_16;Gastroenteritis;17;13,512;125.81;13.02;96.33;160.23;3.98
2012;Chautauqua;PDI_18;Urinary Tract Infection;1;13,024;7.68;5.55;42.59;8.92;-4.55
2013;Chautauqua;PDI_18;Urinary Tract Infection;2;13,512;14.8;5.97;44.16;17.2;-3.97
2012;Chautauqua;PDI_90;Pediatric Quality Overall Composite;4;8,039;49.76;18.3;227.6;72.28;-14.3
2013;Chautauqua;PDI_90;Pediatric Quality Overall Composite;11;8,529;128.97;19.1;223.96;187.91;-8.1
2012;Chautauqua;PDI_91;Pediatric Quality Acute Composite;1;8,039;12.44;5.11;63.53;15.11;-4.11
2013;Chautauqua;PDI_91;Pediatric Quality Acute Composite;8;8,529;93.8;5.87;68.83;107.2;2.13
2012;Chautauqua;PDI_92;Pediatric Quality Chronic Composite;3;8,039;37.32;13.19;164.07;57.65;-10.19
